"","ISO","EVENT_ID_CNTY","EVENT_ID_NO_CNTY","EVENT_DATE","YEAR","TIME_PRECISION","EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","INTER1","ACTOR2","ASSOC_ACTOR_2","INTER2","INTERACTION","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","GEO_PRECISION","SOURCE","SOURCE_SCALE","NOTES","FATALITIES","TIMESTAMP","CONTINENT"
"51",706,"SOM26385",26385,"06-August-2018",2018,1,"Remote violence","Al Shabaab",NA,2,"AMISOM: African Union Mission in Somalia (2007-) (Ethiopia)",NA,8,28,"Eastern Africa","Somalia","Bay","Baydhaba",NA,"Baidoa",3.117,43.647,2,"Somali Memo; Radio Andalus","Subnational","August 6, 2018: A landmine explosion targeting an Ethiopian military convoy as it left Baidoa town and headed toward Bardale reportedly killed and injured an unspecified number of soldiers. Al-Shabaab officials speaking to Radio Andalus confirmed the event. Unknown fatalities coded as 10.",10,1546559418,"Africa"
"52",792,"TUR6469",6469,"26-August-2018",2018,1,"Battle-no change 
of territory","PKK: Kurdistan Workers Party",NA,2,"Military Forces of Turkey (2016-)",NA,1,12,"Middle East","Turkey","Hakkari",NA,NA,"Yuksekova",37.574,44.287,2,"ANF","International","HPG reported that on August 26, PKK attacked Turkish forces in Carcela mountains of Yuksekova, Hakkari, killing one soldier.",1,1536022733,"Middle East"
"53",204,"BEN190",190,"14-December-2018",2018,1,"Riots/Protests","Protesters (Benin)",NA,6,NA,NA,0,60,"Western Africa","Benin","Atakora","Natitingou",NA,"Natitingou",10.307,1.375,1,"Agence Benin Presse","National","14 December. Mayors of Atokara, accompanied by citizens, protested in Natitingou and demanded action against the circulation of alcohol",0,1546892123,"Africa"
"54",180,"DRC11904",11904,"05-February-2018",2018,2,"Battle-no change 
of territory","Mayi Mayi Militia (Nyatura)",NA,3,"FDLR: Democratic Forces for the Liberation of Rwanda","CNRD: National Council for Renewal and Democracy",2,23,"Middle Africa","Democratic Republic of Congo","Nord-Kivu","Walikale",NA,"Pinga",-0.952,28.699,1,"Radio Okapi","Subnational","The FDLR/CNRD headed by general Kasongo clashed with the Nyatura in the Pinga axis.",0,1546559506,"Africa"
"55",760,"SYR19819",19819,"24-January-2018",2018,1,"Remote violence","Military Forces of Turkey (2016-)",NA,8,NA,NA,0,80,"Middle East","Syria","Aleppo",NA,NA,"Qushla",36.368,36.607,1,"LiveUMap: LiveUMap_https://syria.liveuamap.com/en/2018/24-january-turkish-war-planes-are-bombing-the-villages-diwa; LiveUMap_https://twitter.com/dersi4m/status/956256710435500032","Other-local","Turkish warplanes bombarded Hamam village in northern Aleppo. No fatalities reported.",0,1545323759,"Middle East"
"56",364,"IRN3376",3376,"31-December-2018",2018,1,"Remote violence","Unidentified Military Forces",NA,8,"Civilians (Iran)",NA,7,78,"Middle East","Iran","Ilam",NA,NA,"Abu Ghoveyr",32.259,47.719,2,"ILNA; HRANA","National-International","On 31/12/2018, a 19-year old civilian was injured by a landmine, laid during Iran-Iraq war, in Cham Hendi border region.",0,1546900294,"Middle East"
"57",4,"AFG11999",11999,"28-July-2018",2018,1,"Remote violence","Taliban",NA,2,"Civilians (Afghanistan)",NA,7,27,"Southern Asia","Afghanistan","Samangan","Dara i Sufi Payan",NA,"Dara i Sufi Payan",35.955,67.269,2,"Bakhtar News Agency","National","2 civilians were killed by a Taliban mine blast in the Daikundi village of Dara I Sufi Payan District, Samangan Province, on the morning of July 28.",2,1545323758,"Asia"
"58",566,"NIG11894",11894,"19-February-2018",2018,1,"Battle-no change 
of territory","Military Forces of Nigeria (2015-)",NA,1,"Boko Haram - Wilayat Gharb Ifriqiyyah",NA,2,12,"Western Africa","Nigeria","Borno","Maiduguri",NA,"Maiduguri",11.846,13.16,1,"Vanguard (Nigeria)","National","A Boko Haram suicide bomber attacks the University of Maiduguri during the evening hours on 19/02. Security forces were able to kill the bomber before the attack.",1,1546559427,"Africa"
"59",368,"IRQ13827",13827,"18-August-2018",2018,1,"Remote violence","Global Coalition Against Daesh","Military Forces of United States",8,"Islamic State (Iraq)",NA,2,28,"Middle East","Iraq","Sala al-Din",NA,NA,"Samarra",34.196,43.886,2,"Airwars","Other","On Aug 18, global coalition airstrikes near Samarra hit an IS tactical unit and destroyed two IS-held buildings and one IS supply cache.",0,1541483461,"Middle East"
"60",50,"BGD6845",6845,"05-August-2018",2018,1,"Riots/Protests","Protesters (Bangladesh)","Students (Bangladesh)",6,NA,NA,0,60,"Southern Asia","Bangladesh","Dhaka","Dhaka",NA,"Dhaka-Uttara",23.867,90.404,1,"The Financial Express (Bangladesh)","National","On Aug 5, students staged a protest and blocked roads at Uttara area in Dhaka city demanding road safety following the accidental death of two students who were killed by a bus. Day 8.",0,1542756291,"Asia"
"61",760,"SYR32704",32704,"07-May-2018",2018,1,"Battle-no change 
of territory","Sultan Murad Division",NA,2,"LAS: Northern Storm Brigade",NA,2,22,"Middle East","Syria","Aleppo",NA,NA,"Harjalah",36.662,37.241,1,"SOHR: SOHR_http://www.syriahr.com/en/?p=91495","Other-Local","Euphrates Shield Sultan Murad Division forces clashed violently with Northern Storm Brigade fighters in the areas of Hawar Kilis, Doudyan, Harjalah, Al-Kherbeh, Qaran and Bgheidine in the north-eastern countryside of Aleppo in the wake of fighting between two other Euphrates Shield factions the day prior. Medium and heavy weapons were used in the fighting with human losses confirmed on both sides. The unknown number of fatalities coded to 10 and split between the locations with each event allocated 2.",2,1546889240,"Middle East"
"62",104,"MMR5923",5923,"01-September-2018",2018,1,"Battle-no change 
of territory","Military Forces of Myanmar (2016-)",NA,1,"PSLF/TNLA: Palaung State Liberation Front/Ta'ang National Liberation Army",NA,2,12,"South-Eastern Asia","Myanmar","Shan","Muse",NA,"Kutkai",23.458,97.938,2,"Network Media Group","National","On 1 Sept 2018, in Kutkai Township, Shan State, a battle took place between the TNLA and Myanmar army. No fatalities noted.",0,1539094218,"Asia"
"63",356,"IND27456",27456,"25-February-2018",2018,1,"Riots/Protests","Protesters (India)","INC: Indian National Congress",6,"Police Forces of India (2014-)",NA,1,16,"Southern Asia","India","Uttarakhand","Udham Singh Nagar",NA,"Rudrapur",28.987,79.403,2,"The Tribune","Subnational","On Feb 25, Congress workers protested and tried to show black flags to Uttarakhand Chief Minister Trivendra Singh Rawat's cavalcade in Udham Singh nagar district (Uttarakhand) of the state. They also tried to burn an effigy and were taken into custody by the police.",0,1542756329,"Asia"
"64",706,"SOM25491",25491,"31-March-2018",2018,1,"Battle-no change 
of territory","AMISOM: African Union Mission in Somalia (2007-) (Djibouti)",NA,8,"Al Shabaab",NA,2,28,"Eastern Africa","Somalia","Hiraan","Belet Weyne",NA,"Belet Weyne",4.736,45.204,2,"Local Source Project","Other","31 March. Armed clashes erupt between Djiboutian troops and al Shabaab fighters near Belet Weyne. Outcome unknown.",0,1546825219,"Africa"
"65",430,"LBR1341",1341,"19-February-2018",2018,1,"Riots/Protests","Rioters (Liberia)",NA,5,"Police Forces of Liberia (2018-)",NA,1,15,"Western Africa","Liberia","Montserrado","Todee",NA,"Bensonville",6.447,-10.618,1,"Africa News","Regional","In Montserrado County Electoral District#15, angry residents demanding power for the township held officers of the Police Support Unit or PSU in a standoff. What began as a peaceful protest subsequently degenerated to stone throwing and tear gas battle between residents and the police.",0,1546559464,"Africa"
"66",887,"YEM22459",22459,"07-August-2018",2018,1,"Remote violence","Military Forces of Yemen (2016-) Supreme Political Council",NA,1,NA,NA,0,10,"Middle East","Yemen","Taizz",NA,NA,"Qaryat ash Shaqb",13.462,44.063,1,"Al Yom Press","National","Pro-Houthi forces reportedly bombed two houses of citizens in Al Mashhuth village of the Shaqab area, southeast of Taizz city, in southwestern Yemen. No casualties were reported.",0,1543860563,"Middle East"
"67",4,"AFG10662",10662,"12-June-2018",2018,1,"Battle-no change 
of territory","Taliban",NA,2,"Military Forces of Afghanistan (2004-)",NA,1,12,"Southern Asia","Afghanistan","Paktia","Sayed Karam",NA,"Sayed Karam",33.691,69.369,2,"BBC Monitoring; Voice of Jihad","National-International","Taliban fighters attacked a convoy of Afghan soldiers in the Sanjak and Almagay areas of Sayed Karam District, Paktia Province in the early hours of June 12. They destroyed one armored vehicle and killed 6 soldiers (coded across 2 events).",3,1529361297,"Asia"
"68",356,"IND40673",40673,"26-November-2018",2018,1,"Riots/Protests","Protesters (India)","Labour Group (India)",6,NA,NA,0,60,"Southern Asia","India","Assam","Udalguri",NA,"Bhootia Chang",26.74,91.859,1,"Sentinel (India)","Subnational","On November 26, tea garden labourers staged a two-hour protest in front of the factory and Manager Bungalow in Bhootiachang tea estate/village (Udalguri district, Assam). The demonstration was a part of Brahmaputra Valley protests to demand release of arrear wages, implementation of new wage agreement and hike in daily wages.",0,1543936755,"Asia"
"69",356,"IND33629",33629,"26-July-2018",2018,1,"Riots/Protests","Rioters (India)","Labour Group (India)",5,NA,NA,0,50,"Southern Asia","India","Haryana","Ambala",NA,"Ambala",30.361,76.798,1,"Hindustan Times","National","On July 26, demonstrating traders, involved in the transporters' strike, forcibly stopped vehicles with bread and bakery products at the Shambhu barrier just outside Ambala city (Ambala, Haryana).",0,1546889914,"Asia"
"70",586,"PAK44033",44033,"04-September-2018",2018,1,"Riots/Protests","Protesters (Pakistan)",NA,6,NA,NA,0,60,"Southern Asia","Pakistan","Punjab","Kasur",NA,"Habibabad",30.954,73.746,2,"Dawn (Pakistan)","National","On Sep 4, scores of villagers staged a protest by blocking Multan Road near Habibabad town (Pattoki, Kasur, Punjab) against Pattoki police over its failure to register a case against the murderers of a youth.",0,1542756387,"Asia"
"71",104,"MMR5448",5448,"22-May-2018",2018,1,"Battle-no change 
of territory","Military Forces of Myanmar (2016-)",NA,1,"RCSS/SSA-S: Restoration Council of Shan State/Shan State Army-South",NA,2,12,"South-Eastern Asia","Myanmar","Shan","Loilen",NA,"Mongkaing",21.612,97.529,2,"Eleven Media Group","National","On 22-May-2018, near Mongkhun village, Mongkaing, Shan state, the SSA-S and Myanmar army exchanged fire.",0,1545241472,"Asia"
"72",760,"SYR31513",31513,"15-April-2018",2018,1,"Battle-Non-state 
actor overtakes territory","HTS: Hayat Tahrir al Sham",NA,2,"JTS: Syria Liberation Front","AAS: Ahrar al Sham; Suquor al Sham",2,22,"Middle East","Syria","Idleb",NA,NA,"Ma'arrat Tayrah",35.503,36.577,1,"SOHR; LiveUMap: SOHR_http://www.syriahr.com/en/?p=89536; LiveUMap_https://syria.liveuamap.com/en/2018/15-april-residents-of-maarat-alnuman-are-hiding-indoors-afraid; LiveUMap_https://twitter.com/Elizrael/status/985372968971796481","Other-Local","HTS controlled Ma'arrat Tayrah village in Idleb countryside after clashes with Ahrar Al Sham and Suquor al Sham. Neither injuries nor fatalities were reported.",0,1546889461,"Middle East"
"73",356,"IND32501",32501,"25-June-2018",2018,1,"Riots/Protests","Protesters (India)","Students (India)",6,NA,NA,0,60,"Southern Asia","India","Karnataka","Dakshina Kannada",NA,"Mangaluru",12.917,74.856,1,"The Hindu","National","On June 25, in Mangaluru (Dakshina Kannada, Karnataka), Campus Front of India staged a protest against the 97-year-old St. Agnes College, an autonomous institution under Mangalore University, alleging that it was not allowing students to wear hijabs.",0,1542756333,"Asia"
"74",356,"IND38059",38059,"04-October-2018",2018,1,"Riots/Protests","Protesters (India)",NA,6,NA,NA,0,60,"Southern Asia","India","Jharkhand","Ranchi",NA,"Tatisilwai",23.361,85.426,1,"The Telegraph (India)","National","On October 4, residents protested and staged a road blockade on Ranchi-Purulia Road in Tatisilwai thana (Ranchi district, Jharkhand), after a teen diploma engineering student in his cycle was run over by a Carmel School bus. The police pacified the protesters but there was no report of clashes.",0,1539703907,"Asia"
"75",504,"MOR1411",1411,"25-October-2018",2018,1,"Riots/Protests","Protesters (Morocco)",NA,6,"Police Forces of Morocco (1999-)",NA,1,16,"Northern Africa","Morocco","Grand Casablanca","Casablanca",NA,"Casablanca-Port",33.6,-7.61,1,"Arab Trade Union Confederation","Regional","Over Oct 25 and 26, a number of passengers protested on rails following repeated delays on the Casablanca-Kenitra line. On Oct 25, access at least to the Casablanca-Port train station was blocked; on Oct 26, access t at least the Skhirat, Temara and Bouznika stations were blocked. Police interventions were reported in all locations to disperse demonstrators.",0,1540834761,"Africa"
"76",760,"SYR45253",45253,"11-August-2018",2018,1,"Remote violence","Military Forces of Syria (2000-)",NA,1,NA,NA,0,10,"Middle East","Syria","Hama",NA,NA,"Zayzun",35.7,36.378,1,"SHAM: SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%B3%D8%A8%D8%AA-11-08-2018.html","Other-Local","Regime forces heavily shelled the village of Zayzun with no injuries or fatalities reported.",0,1543860563,"Middle East"
"77",586,"PAK45150",45150,"27-October-2018",2018,1,"Riots/Protests","Protesters (Pakistan)",NA,6,NA,NA,0,60,"Southern Asia","Pakistan","Khyber Pakhtunkhwa","Mardan",NA,"Mardan",34.202,72.052,1,"Tribal News Network","Subnational","On Oct 27, people staged a protest rally in Mardan town (KP) in solidarity with Kashmiri people on the Black Day.",0,1541522736,"Asia"
"78",682,"SAU3317",3317,"14-June-2018",2018,1,"Battle-no change 
of territory","Military Forces of Yemen (2016-) Supreme Political Council",NA,8,"Militia (Pro-Government)","Military Forces of Saudi Arabia (2015-)",3,38,"Middle East","Saudi Arabia","Asir",NA,NA,"Aqabat al Alb",17.567,43.4,1,"Yemen News Agency (SABA)","National","Pro-Houthi forces have reportedly attacked Saudi-affiliated soldiers in the Alb border crossing on the southern Yemen/Saudi border in the governorate of Asir. Three soldiers were reported killed.",3,1530028691,"Middle East"
"79",760,"SYR20947",20947,"06-February-2018",2018,1,"Battle-Government 
regains territory","Military Forces of Syria (2000-)",NA,1,"Islamic State (Syria)",NA,2,12,"Middle East","Syria","Hama",NA,NA,"Mlolah",35.489,37.204,1,"LiveUMap: LiveUMap_https://syria.liveuamap.com/en/2018/6-february-syrian-army-control-umm-ajj-ad-daqq-salihiyah; LiveUMap_https://twitter.com/SyriaWar2/status/960873105722834944","Other-local","Regime forces gained control of Mlolah town in northern Hama, likely following clashes with IS. No fatalities reported.",0,1543551981,"Middle East"
"80",760,"SYR19385",19385,"18-January-2018",2018,1,"Battle-no change 
of territory","QSD: Syrian Democratic Forces",NA,2,"Islamic State (Syria)",NA,2,22,"Middle East","Syria","Deir-ez-Zor",NA,NA,"Gharanij",34.786,40.718,1,"SOHR: SOHR_http://www.syriahr.com/en/?p=83054","Other-Local","QSD forces clashed violently with Islamic State fighters in the town of Gharanij with neither injuries nor fatalities reported.",0,1546889239,"Middle East"
"81",760,"SYR50797",50797,"25-December-2018",2018,1,"Remote violence","Unidentified Armed Group (Syria)",NA,3,"Civilians (Syria)",NA,7,37,"Middle East","Syria","Aleppo",NA,NA,"Menbij",36.526,37.951,1,"SOHR; LiveUMap: SOHR_http://www.syriahr.com/en/?p=110465; LiveUMap_https://syria.liveuamap.com/en/2018/26-december-1-civilian-injured-in-explosion-in-manbij---; LiveUMap_https://twitter.com/ParaKeta/status/1078010431220928512; LiveUMap_https://syria.liveuamap.com/en/2018/26-december-explosion-at-cizre-way-in-manbij; LiveUMap_https://twitter.com/tvronahi/status/1078001939978309639","Other-Local","A VBIED exploded on Cizre way in the city of Menbij which caused material damage and injured a civilian. No fatalities were reported.",0,1546901876,"Middle East"
"82",231,"ETH4523",4523,"11-May-2018",2018,1,"Riots/Protests","Police Forces of Ethiopia (1991-) Liyu Police",NA,1,"Rioters (Ethiopia)","Somali Ethnic Group (Ethiopia)",5,15,"Eastern Africa","Ethiopia","Somali","Korahe",NA,"Kebri Dehar",6.74,44.278,1,"ESAT; ECADF","Other-National","On 11 May, protests were reported in Kabri Dahar after a woman activist was killed by Liyu Police paramilitaries in a prison. An Ethiopian Somali news outlet claimed pictures circulated showed wounds around her neck pointing to a death by hanging. Protest chanted against the administration of Illey, the regional president accused of corruption, nepotism and ties to corrupt army generals engaged in contraband trade. Reports of stone throwing and gunfire.",0,1546559519,"Africa"
"83",356,"IND26272",26272,"23-January-2018",2018,1,"Riots/Protests","Protesters (India)","SRKS: Shri Rajput Karni Sena",6,NA,NA,0,60,"Southern Asia","India","Bihar","Patna",NA,"Patna",25.597,85.138,1,"UNI (United News of India)","National","SRKS staged a protest in Patna on 23 January 2018 against the release of the movie Padmaavat.",0,1542756328,"Asia"
